loss,mae,rmse,val_loss,val_mae,val_rmse,learning_rate
58.23227310180664,13.904897689819336,18.898845672607422,90.58552551269531,20.543787002563477,24.050809860229492,0.0010000000474974513
40.59077072143555,10.293542861938477,14.253593444824219,99.23046875,22.15964126586914,29.68963623046875,0.0010000000474974513
33.23823928833008,8.75191593170166,12.208879470825195,34.5673942565918,9.001044273376465,12.759228706359863,0.0010000000474974513
29.961076736450195,8.07632064819336,11.227660179138184,27.597400665283203,7.572890281677246,10.746206283569336,0.0010000000474974513
28.07498550415039,7.668196201324463,10.708173751831055,45.55850601196289,11.24686336517334,15.87462329864502,0.0010000000474974513
26.546649932861328,7.340797424316406,10.306662559509277,35.91630935668945,9.272482872009277,12.912569999694824,0.0010000000474974513
25.311275482177734,7.072025299072266,9.98462963104248,23.0820255279541,6.604417324066162,9.288863182067871,0.0010000000474974513
24.380895614624023,6.885552883148193,9.639374732971191,24.2945499420166,6.848550796508789,9.851338386535645,0.0010000000474974513
23.92793083190918,6.776124477386475,9.53654670715332,39.87755584716797,10.146517753601074,14.338221549987793,0.0010000000474974513
23.366640090942383,6.661497592926025,9.381601333618164,23.73606300354004,6.727400779724121,9.562691688537598,0.0010000000474974513
22.788137435913086,6.5408453941345215,9.17266845703125,22.946855545043945,6.4954071044921875,9.578728675842285,0.0010000000474974513
22.088960647583008,6.381803512573242,9.013935089111328,19.02507209777832,5.700741767883301,8.17977523803711,0.0010000000474974513
21.54715919494629,6.2697367668151855,8.845014572143555,18.93095588684082,5.721667766571045,8.00153923034668,0.0010000000474974513
21.106538772583008,6.17790412902832,8.718083381652832,18.88799285888672,5.651726722717285,8.158689498901367,0.0010000000474974513
20.884801864624023,6.118770122528076,8.6641263961792,18.143251419067383,5.544294357299805,7.9036383628845215,0.0010000000474974513
20.37278175354004,6.017608642578125,8.511368751525879,24.281335830688477,6.8892621994018555,9.736076354980469,0.0010000000474974513
20.206384658813477,5.974027633666992,8.471321105957031,22.84681510925293,6.541896820068359,9.218400955200195,0.0010000000474974513
19.476991653442383,5.8206586837768555,8.234359741210938,18.31256103515625,5.593420028686523,7.899764537811279,0.0010000000474974513
19.429790496826172,5.80881929397583,8.236991882324219,19.688894271850586,5.813930988311768,8.564343452453613,0.0010000000474974513
19.03766632080078,5.725706577301025,8.071724891662598,21.422147750854492,6.216272354125977,9.021818161010742,0.0010000000474974513
17.541322708129883,5.393925189971924,7.625262260437012,17.085975646972656,5.340183734893799,7.453482151031494,0.0005000000237487257
17.050519943237305,5.296723365783691,7.490780353546143,16.83726692199707,5.217612266540527,7.493534088134766,0.0005000000237487257
16.683677673339844,5.215559959411621,7.385899543762207,20.340482711791992,5.954443454742432,8.788339614868164,0.0005000000237487257
16.63791847229004,5.19011926651001,7.357520580291748,17.75950050354004,5.405368328094482,7.815320014953613,0.0005000000237487257
16.302600860595703,5.126347064971924,7.257288455963135,16.823375701904297,5.216392517089844,7.4651947021484375,0.0005000000237487257
16.120012283325195,5.07739782333374,7.198453426361084,17.807817459106445,5.504096031188965,7.659667491912842,0.0005000000237487257
16.00846290588379,5.055577754974365,7.136396884918213,16.527944564819336,5.1798481941223145,7.385903358459473,0.0005000000237487257
15.830183029174805,5.014378070831299,7.117354869842529,19.86272430419922,6.00006103515625,8.008764266967773,0.0005000000237487257
15.706501960754395,4.989018440246582,7.088045120239258,18.684978485107422,5.718507289886475,7.8576884269714355,0.0005000000237487257
15.454246520996094,4.926202297210693,6.999164581298828,16.149391174316406,5.0991034507751465,7.3473429679870605,0.0005000000237487257
15.390518188476562,4.917296886444092,6.988586902618408,18.444156646728516,5.632378101348877,7.975265026092529,0.0005000000237487257
15.13851261138916,4.8639116287231445,6.920524597167969,16.889211654663086,5.204042434692383,7.600538730621338,0.0005000000237487257
15.099514961242676,4.851462364196777,6.8874335289001465,18.773672103881836,5.667017936706543,8.083486557006836,0.0005000000237487257
15.063618659973145,4.8603291511535645,6.8483500480651855,16.230220794677734,5.15123987197876,7.243697643280029,0.0005000000237487257
14.884234428405762,4.817753314971924,6.799415111541748,15.733116149902344,5.016784191131592,7.19582986831665,0.0005000000237487257
14.59071159362793,4.7439188957214355,6.727934837341309,16.40528106689453,5.175391674041748,7.3914899826049805,0.0005000000237487257
14.393974304199219,4.699544429779053,6.646269798278809,18.03384017944336,5.542670249938965,7.6013875007629395,0.0005000000237487257
14.227766990661621,4.672976016998291,6.577382564544678,17.359296798706055,5.343183517456055,7.779727458953857,0.0005000000237487257
14.249273300170898,4.665699005126953,6.610619068145752,16.327655792236328,5.160083293914795,7.346887111663818,0.0005000000237487257
13.995266914367676,4.615979194641113,6.528562068939209,17.4841365814209,5.414154052734375,7.65525484085083,0.0005000000237487257
13.193230628967285,4.432719707489014,6.2769246101379395,15.435975074768066,4.940328121185303,7.00399923324585,0.0002500000118743628
12.768462181091309,4.330186367034912,6.16878080368042,15.527007102966309,4.985522270202637,7.055466175079346,0.0002500000118743628
12.760836601257324,4.330832481384277,6.149755954742432,15.463757514953613,4.915112495422363,7.062021732330322,0.0002500000118743628
12.458840370178223,4.2568488121032715,6.064857482910156,15.804435729980469,5.00790548324585,7.3148016929626465,0.0002500000118743628
12.21666431427002,4.205336570739746,5.965803623199463,15.56308364868164,4.962775707244873,7.137698650360107,0.0002500000118743628
12.481786727905273,4.266698360443115,6.046247959136963,16.311222076416016,5.129143238067627,7.304914951324463,0.0002500000118743628
12.193856239318848,4.203579425811768,5.974374771118164,16.221323013305664,5.119914531707764,7.296936988830566,0.0002500000118743628
12.083345413208008,4.18187952041626,5.896358966827393,15.854493141174316,5.018301486968994,7.382465362548828,0.0002500000118743628
11.575922012329102,4.064968109130859,5.766531467437744,15.524543762207031,4.9511590003967285,7.111035346984863,0.0001250000059371814
11.429144859313965,4.017607688903809,5.739503860473633,15.349637031555176,4.920705795288086,7.079400539398193,0.0001250000059371814
11.369023323059082,4.010093688964844,5.6880083084106445,15.496770858764648,4.940544605255127,7.111481666564941,0.0001250000059371814
11.451751708984375,4.032012939453125,5.718809127807617,15.58020305633545,4.967613220214844,7.140995502471924,0.0001250000059371814
11.19175910949707,3.976013422012329,5.6314520835876465,16.01110076904297,5.050682544708252,7.2696027755737305,0.0001250000059371814
11.075921058654785,3.9511911869049072,5.607038974761963,15.695043563842773,4.995508193969727,7.171017646789551,6.25000029685907e-05
10.93983268737793,3.915388345718384,5.547804355621338,15.477879524230957,4.937656402587891,7.132565498352051,6.25000029685907e-05
10.895703315734863,3.9054646492004395,5.548888683319092,15.44466495513916,4.964633941650391,7.099625587463379,6.25000029685907e-05
10.874785423278809,3.9035675525665283,5.543041706085205,15.36269474029541,4.9140167236328125,7.124249458312988,6.25000029685907e-05
10.905217170715332,3.9024581909179688,5.554913520812988,15.507359504699707,4.946803569793701,7.135899543762207,6.25000029685907e-05
10.70743465423584,3.8605926036834717,5.471619606018066,15.48521900177002,4.9384660720825195,7.174905776977539,6.25000029685907e-05
10.809925079345703,3.882789373397827,5.498819351196289,15.424373626708984,4.923049449920654,7.128716945648193,6.25000029685907e-05
10.624554634094238,3.845203161239624,5.438812732696533,15.475313186645508,4.943089008331299,7.110580921173096,6.25000029685907e-05
10.6845064163208,3.8613247871398926,5.457769870758057,15.528606414794922,4.957302570343018,7.16735315322876,6.25000029685907e-05
10.438111305236816,3.7932279109954834,5.391119956970215,15.472579956054688,4.951827526092529,7.113922119140625,3.125000148429535e-05
10.442578315734863,3.800987482070923,5.3875041007995605,15.63525390625,4.981081485748291,7.185927391052246,3.125000148429535e-05
10.395861625671387,3.7915806770324707,5.383396148681641,15.468168258666992,4.94218111038208,7.123875617980957,3.125000148429535e-05
10.322624206542969,3.775092840194702,5.339996337890625,15.42629337310791,4.928203105926514,7.116393566131592,3.125000148429535e-05
10.39353084564209,3.782562732696533,5.377396583557129,15.485945701599121,4.945347785949707,7.118700981140137,3.125000148429535e-05
10.329365730285645,3.7738196849823,5.356203079223633,15.573657035827637,4.966012954711914,7.147918224334717,1.5625000742147677e-05
10.221222877502441,3.747359037399292,5.3248209953308105,15.559198379516602,4.963632583618164,7.142735481262207,1.5625000742147677e-05
10.230359077453613,3.752863883972168,5.302938461303711,15.638129234313965,4.9807820320129395,7.156829833984375,1.5625000742147677e-05
10.276250839233398,3.7620561122894287,5.3343706130981445,15.560284614562988,4.9629316329956055,7.134577751159668,1.5625000742147677e-05
10.362780570983887,3.778928279876709,5.358029842376709,15.628514289855957,4.97282075881958,7.159625053405762,1.5625000742147677e-05
